282-,-,-,-,-,-
-0.550867,0.048641,0.040291,0.002936,-0.004824,0.004614
-0.537975,0.042999,0.041175,0.003779,-0.005932,0.011608
-0.522749,0.036048,0.043954,0.003890,-0.007099,0.018340
-0.505070,0.029270,0.048772,0.003484,-0.008251,0.025037
-0.484909,0.023773,0.054875,0.003052,-0.009264,0.031700
-0.463129,0.019829,0.060861,0.003120,-0.009987,0.038112
-0.441087,0.016868,0.065321,0.003988,-0.010318,0.044043
-0.419995,0.013981,0.067271,0.005617,-0.010275,0.049350
-0.400303,0.010626,0.066453,0.007690,-0.010028,0.053993
-0.381621,0.006862,0.063365,0.009761,-0.009839,0.058001
-0.363273,0.003026,0.059060,0.011451,-0.009940,0.061400
-0.344866,-0.000545,0.054979,0.012595,-0.010421,0.064189
-0.326611,-0.003866,0.052137,0.013206,-0.011196,0.066399
-0.309202,-0.007315,0.050444,0.013301,-0.012049,0.068148
-0.293004,-0.010919,0.049273,0.012820,-0.012790,0.069540
-0.277535,-0.014039,0.048247,0.011716,-0.013383,0.070568
-0.262052,-0.015910,0.047557,0.010099,-0.013925,0.071157
-0.246029,-0.016302,0.047895,0.008250,-0.014471,0.071292
-0.229049,-0.015561,0.049862,0.006477,-0.014865,0.071086
-0.211000,-0.014059,0.053288,0.005013,-0.014776,0.070742
-0.192232,-0.011826,0.057224,0.003982,-0.013918,0.070427
-0.173308,-0.008772,0.060549,0.003428,-0.012231,0.070165
-0.154732,-0.004935,0.062533,0.003359,-0.009922,0.069806
-0.136852,-0.000481,0.062928,0.003742,-0.007360,0.069100
-0.119925,0.004287,0.061772,0.004493,-0.004951,0.067786
-0.104155,0.008995,0.059296,0.005463,-0.003041,0.065665
-0.089706,0.013385,0.055922,0.006461,-0.001850,0.062620
-0.076754,0.017350,0.052287,0.007291,-0.001445,0.058631
-0.065511,0.020826,0.049164,0.007788,-0.001737,0.053768
-0.056154,0.023784,0.047189,0.007854,-0.002506,0.048202
-0.048715,0.026270,0.046664,0.007491,-0.003462,0.042198
-0.043108,0.028422,0.047498,0.006812,-0.004330,0.036057
-0.039136,0.030475,0.049259,0.006025,-0.004934,0.029994
-0.036334,0.032745,0.051340,0.005378,-0.005230,0.024097
-0.033905,0.035414,0.053137,0.005083,-0.005270,0.018478
-0.030965,0.038355,0.054218,0.005264,-0.005113,0.013262
-0.026978,0.041305,0.054392,0.005911,-0.004699,0.008485
-0.022090,0.044114,0.053546,0.006879,-0.003797,0.004083
-0.017134,0.046626,0.051428,0.007895,-0.002146,-0.000070
-0.013328,0.048493,0.047748,0.008606,0.000353,-0.004127
-0.011871,0.049355,0.042516,0.008684,0.003510,-0.008253
-0.013660,0.049133,0.036196,0.007920,0.006868,-0.012601
-0.019036,0.048167,0.029558,0.006302,0.009884,-0.017256
-0.027651,0.047079,0.023477,0.004020,0.012138,-0.022196
-0.038612,0.046284,0.018704,0.001398,0.013463,-0.027309
-0.050856,0.045619,0.015684,-0.001209,0.013969,-0.032436
-0.063717,0.044592,0.014508,-0.003540,0.013967,-0.037412
-0.077414,0.042845,0.014885,-0.005493,0.013853,-0.042143
-0.092663,0.040447,0.016154,-0.007096,0.013902,-0.046633
-0.109671,0.037869,0.017490,-0.008378,0.014048,-0.050911
-0.127892,0.035659,0.018206,-0.009307,0.013878,-0.055028
-0.146084,0.034051,0.018069,-0.009841,0.012904,-0.059054
-0.162300,0.032875,0.017523,-0.009999,0.010852,-0.063012
-0.174744,0.031687,0.017448,-0.009918,0.007892,-0.066825
-0.183008,0.029841,0.018529,-0.009842,0.004681,-0.070330
-0.188675,0.026565,0.020809,-0.010045,0.002093,-0.073393
-0.194799,0.021326,0.023810,-0.010743,0.000852,-0.075988
-0.204613,0.014512,0.027002,-0.012036,0.001261,-0.078128
-0.220340,0.007551,0.030012,-0.013898,0.003135,-0.079746
-0.242162,0.002113,0.032617,-0.016175,0.005880,-0.080679
-0.267991,-0.000657,0.034933,-0.018579,0.008654,-0.080753
-0.294928,-0.000738,0.037503,-0.020733,0.010618,-0.079941
-0.321426,0.000873,0.041418,-0.022185,0.011188,-0.078435
-0.347712,0.003007,0.047950,-0.022485,0.010241,-0.076499
-0.374323,0.004044,0.056458,-0.021555,0.008225,-0.074257
-0.401660,0.002351,0.063892,-0.020011,0.005957,-0.071544
-0.429975,-0.001076,0.067809,-0.018832,0.004310,-0.068060
-0.458769,-0.002582,0.068413,-0.018574,0.003959,-0.063682
-0.487221,0.000727,0.067704,-0.018890,0.005082,-0.058517
-0.515277,0.008669,0.067896,-0.018713,0.007242,-0.052707
-0.543641,0.018325,0.069899,-0.017058,0.009707,-0.046115
-0.572171,0.026379,0.072587,-0.013732,0.011877,-0.038311
-0.597934,0.031534,0.073907,-0.009248,0.013407,-0.029103
-0.615928,0.034655,0.072363,-0.004225,0.014061,-0.018919
-0.622377,0.037054,0.067372,0.000837,0.013636,-0.008614
-0.616677,0.039082,0.059169,0.005437,0.012002,0.000906
-0.600923,0.040218,0.048983,0.009069,0.009159,0.009005
-0.578246,0.039727,0.038972,0.011327,0.005176,0.015520
-0.551744,0.037064,0.031464,0.012007,0.000215,0.020731
-0.524389,0.032471,0.028103,0.011210,-0.005216,0.025159
-0.498263,0.027140,0.029407,0.009379,-0.010269,0.029375
-0.473927,0.022229,0.034636,0.007201,-0.014136,0.033816
-0.450859,0.017988,0.042155,0.005406,-0.016384,0.038623
-0.428368,0.014009,0.050133,0.004510,-0.017080,0.043648
-0.406354,0.009816,0.057021,0.004691,-0.016674,0.048571
-,-,-,-,-,-
-0.005913,-0.000137,0.001050,0.000218,-0.000234,0.001151
-0.033710,-0.000907,0.006021,0.001257,-0.001334,0.006666
-0.091887,-0.002812,0.016834,0.003488,-0.003629,0.018632
-0.166422,-0.005783,0.031811,0.006459,-0.006531,0.034964
-0.234032,-0.009439,0.047026,0.009308,-0.009074,0.051436
-0.278878,-0.013384,0.058882,0.011323,-0.010621,0.064743
-0.296216,-0.016831,0.065591,0.012150,-0.011036,0.073423
-0.289721,-0.018638,0.067296,0.011879,-0.010599,0.077547
-0.267501,-0.018182,0.065458,0.010953,-0.009815,0.078064
-0.238806,-0.016016,0.062053,0.009874,-0.009141,0.076301
-0.211153,-0.013400,0.058756,0.008917,-0.008785,0.073596
-0.188388,-0.011182,0.056502,0.008096,-0.008661,0.070997
-0.170656,-0.009260,0.055511,0.007321,-0.008485,0.069073
-0.155854,-0.006956,0.055571,0.006541,-0.007969,0.067881
-0.141432,-0.003674,0.056279,0.005807,-0.006992,0.067097
-0.125850,0.000715,0.057190,0.005239,-0.005652,0.066227
-0.109119,0.005884,0.057965,0.004952,-0.004193,0.064792
-0.092368,0.011251,0.058458,0.005013,-0.002839,0.062471
-0.077140,0.016182,0.058640,0.005397,-0.001672,0.059172
-0.064689,0.020202,0.058514,0.005995,-0.000651,0.054987
-0.055532,0.023172,0.058153,0.006660,0.000282,0.050113
-0.049554,0.025312,0.057654,0.007273,0.001098,0.044778
-0.046314,0.027068,0.057066,0.007798,0.001648,0.039125
-0.045068,0.028859,0.056367,0.008278,0.001747,0.033223
-0.044647,0.030875,0.055493,0.008779,0.001308,0.027212
-0.043718,0.033153,0.054458,0.009351,0.000393,0.021288
-0.041439,0.035764,0.053340,0.010009,-0.000751,0.015604
-0.037797,0.038719,0.052089,0.010714,-0.001699,0.010284
-0.033352,0.041652,0.050477,0.011333,-0.001965,0.005422
-0.028985,0.043778,0.048200,0.011624,-0.001165,0.001054
-0.025814,0.044488,0.045144,0.011290,0.000857,-0.002860
-0.024955,0.043867,0.041565,0.010085,0.004004,-0.006422
-0.027041,0.042577,0.037872,0.007949,0.007949,-0.009754
-0.031976,0.041459,0.034290,0.005085,0.012160,-0.013014
-0.039116,0.041146,0.030823,0.001947,0.015941,-0.016452
-0.047713,0.041793,0.027481,-0.000885,0.018549,-0.020416
-0.057315,0.043020,0.024454,-0.002924,0.019414,-0.025223
-0.068094,0.044127,0.022077,-0.003922,0.018300,-0.031068
-0.080542,0.044476,0.020611,-0.003909,0.015395,-0.037919
-0.094665,0.043663,0.019978,-0.003179,0.011379,-0.045314
-0.109944,0.041487,0.019778,-0.002180,0.007215,-0.052524
-0.125797,0.038016,0.019580,-0.001382,0.003756,-0.058895
-0.141761,0.033744,0.019176,-0.001164,0.001522,-0.063999
-0.157483,0.029528,0.018730,-0.001723,0.000701,-0.067620
-0.172672,0.026195,0.018735,-0.003021,0.001292,-0.069673
-0.187180,0.023952,0.019563,-0.004836,0.003244,-0.070204
-0.201141,0.022225,0.021032,-0.006873,0.006470,-0.069442
-0.215009,0.020172,0.022524,-0.008879,0.010660,-0.067830
-0.229455,0.017258,0.023451,-0.010727,0.015104,-0.065980
-0.245039,0.013493,0.023678,-0.012406,0.018780,-0.064534
-0.261905,0.009471,0.023667,-0.013954,0.020612,-0.064002
-0.279747,0.006305,0.024182,-0.015339,0.019905,-0.064604
-0.298154,0.005330,0.025836,-0.016327,0.016641,-0.066221
-0.316994,0.007290,0.028830,-0.016542,0.011518,-0.068455
-0.336532,0.011470,0.033100,-0.015684,0.005843,-0.070679
-0.357470,0.015497,0.038256,-0.013737,0.001072,-0.072206
-0.381168,0.016824,0.042663,-0.011284,-0.001803,-0.072410
-0.409388,0.015541,0.043929,-0.009512,-0.002565,-0.070782
-0.442269,0.014928,0.041235,-0.009382,-0.001722,-0.067142
-0.477026,0.018565,0.036170,-0.010776,-0.000268,-0.061801
-0.509457,0.027188,0.031520,-0.012584,0.000743,-0.055380
-0.536132,0.038013,0.029555,-0.013445,0.000636,-0.048513
-0.556094,0.046812,0.030913,-0.012541,-0.000649,-0.041522
-0.570991,0.050795,0.034741,-0.009945,-0.002586,-0.034274
-0.582218,0.050041,0.039523,-0.006355,-0.004385,-0.026502
-0.588548,0.046568,0.043755,-0.002578,-0.005424,-0.018235
-0.588011,0.042236,0.046327,0.000799,-0.005557,-0.009794
-0.580359,0.037894,0.046928,0.003365,-0.005058,-0.001396
-0.566993,0.034053,0.046369,0.004870,-0.004329,0.007013
-0.549565,0.031294,0.046001,0.005400,-0.003667,0.015454
-0.528763,0.029817,0.046723,0.005434,-0.003203,0.023727
-0.504797,0.029258,0.048626,0.005572,-0.002926,0.031516
-0.478563,0.029096,0.051170,0.006239,-0.002718,0.038540
-0.451745,0.028934,0.053380,0.007559,-0.002423,0.044677
-0.426183,0.028428,0.054012,0.009405,-0.001957,0.049976
-0.403060,0.027170,0.052023,0.011480,-0.001423,0.054539
-0.382453,0.024658,0.047134,0.013379,-0.001173,0.058371
-0.363709,0.020597,0.040085,0.014658,-0.001715,0.061318
-0.346128,0.015322,0.032704,0.014944,-0.003534,0.063127
-0.329488,0.009505,0.027455,0.014099,-0.006805,0.063721
-0.314198,0.003340,0.026018,0.012224,-0.011195,0.063443
-0.300265,-0.003038,0.028453,0.009530,-0.015906,0.062949
-0.286041,-0.008397,0.034045,0.006327,-0.019880,0.062894
-0.269264,-0.011047,0.041899,0.003156,-0.022220,0.063615
-0.249345,-0.010544,0.050680,0.000762,-0.022557,0.065011
-0.227669,-0.008051,0.058703,-0.000259,-0.021073,0.066710
-0.206110,-0.005246,0.064500,0.000169,-0.018302,0.068322
-0.185884,-0.003251,0.067290,0.001575,-0.014900,0.069540
-0.167337,-0.002320,0.067132,0.003251,-0.011446,0.070143
-0.150130,-0.002057,0.064735,0.004589,-0.008337,0.069952
-0.133712,-0.001717,0.061137,0.005265,-0.005806,0.068837
-0.117914,-0.000495,0.057426,0.005255,-0.003969,0.066730
-0.103123,0.002028,0.054457,0.004742,-0.002865,0.063645
-0.090014,0.005593,0.052731,0.003986,-0.002455,0.059693
-0.079149,0.009519,0.052389,0.003227,-0.002622,0.055076
-0.070649,0.013192,0.053214,0.002634,-0.003171,0.050059
-0.064071,0.016329,0.054748,0.002313,-0.003909,0.044881
-0.058506,0.019015,0.056484,0.002349,-0.004699,0.039623
-0.053013,0.021631,0.057974,0.002810,-0.005441,0.034224
-0.047137,0.024546,0.058866,0.003688,-0.006024,0.028695
-0.040893,0.027738,0.058990,0.004878,-0.006318,0.023186
-0.034453,0.030780,0.058352,0.006211,-0.006178,0.017853
-0.028074,0.033209,0.057024,0.007490,-0.005456,0.012783
-0.022287,0.034812,0.055040,0.008514,-0.004052,0.007978
-0.018028,0.035589,0.052305,0.009089,-0.001967,0.003384
-0.016332,0.035672,0.048669,0.009051,0.000654,-0.001066
-0.017812,0.035289,0.044182,0.008310,0.003536,-0.005419
-0.022305,0.034673,0.039281,0.006892,0.006326,-0.009703
-0.028895,0.033964,0.034651,0.004952,0.008653,-0.013967
-0.036442,0.033227,0.030837,0.002733,0.010211,-0.018331
-0.044235,0.032504,0.028038,0.000506,0.010820,-0.022990
-0.052310,0.031705,0.026170,-0.001511,0.010448,-0.028108
-0.061456,0.030488,0.025088,-0.003220,0.009162,-0.033806
-0.072605,0.028454,0.024831,-0.004636,0.007092,-0.040108
-0.085916,0.025532,0.025558,-0.005815,0.004507,-0.046766
-0.100757,0.022052,0.027242,-0.006799,0.001804,-0.053319
-0.116283,0.018598,0.029542,-0.007582,-0.000612,-0.059331
-0.131788,0.015815,0.031989,-0.008113,-0.002397,-0.064502
-0.146772,0.014030,0.034288,-0.008347,-0.003296,-0.068636
-0.160959,0.013039,0.036505,-0.008315,-0.003120,-0.071572
-0.174485,0.012250,0.038731,-0.008129,-0.001752,-0.073218
-0.187864,0.011019,0.040518,-0.007937,0.000798,-0.073643
-0.201696,0.009104,0.041019,-0.007856,0.004248,-0.073143
-0.216482,0.006858,0.039725,-0.007956,0.007975,-0.072190
-0.232558,0.004811,0.036981,-0.008300,0.011205,-0.071279
-0.250036,0.003209,0.033817,-0.008984,0.013296,-0.070750
-0.268800,0.002107,0.031358,-0.010098,0.013943,-0.070728
-0.288964,0.001694,0.030283,-0.011668,0.013165,-0.071176
-,-,-,-,-,-
-0.007204,0.000131,0.000741,-0.000347,0.000019,-0.001343
-0.042156,0.000951,0.004800,-0.001928,0.000080,-0.007665
-0.119128,0.002840,0.014555,-0.005150,0.000116,-0.020971
-0.226618,0.004881,0.028332,-0.009347,0.000029,-0.038068
-0.339688,0.005969,0.041465,-0.013717,-0.000099,-0.053302
-0.437965,0.006947,0.050996,-0.017812,0.000077,-0.062542
-0.511042,0.010132,0.057325,-0.021175,0.000999,-0.064423
-0.558400,0.016964,0.062516,-0.023122,0.002868,-0.059823
-0.586553,0.026381,0.068335,-0.022865,0.005434,-0.050686
-0.603832,0.035250,0.074885,-0.019991,0.008156,-0.039009
-0.615358,0.040982,0.080442,-0.014851,0.010482,-0.026393
-0.621619,0.043531,0.082975,-0.008317,0.011961,-0.014106
-0.620686,0.044414,0.081500,-0.001266,0.012214,-0.003050
-0.611449,0.044724,0.076279,0.005555,0.011043,0.006406
-0.595054,0.044481,0.068611,0.011410,0.008612,0.014293
-0.573987,0.043266,0.060201,0.015668,0.005343,0.020892
-0.550508,0.040992,0.052570,0.018043,0.001731,0.026633
-0.525737,0.037999,0.046924,0.018677,-0.001739,0.031916
-0.500021,0.034651,0.043895,0.018025,-0.004651,0.036999
-0.473839,0.031018,0.043325,0.016636,-0.006729,0.041986
-0.448100,0.026968,0.044464,0.015001,-0.007918,0.046828
-0.423870,0.022483,0.046325,0.013477,-0.008418,0.051377
-0.401813,0.017751,0.047943,0.012272,-0.008597,0.055479
-0.381829,0.012981,0.048608,0.011447,-0.008833,0.059050
-0.363279,0.008269,0.048380,0.010980,-0.009356,0.062096
-0.345483,0.003548,0.048239,0.010826,-0.010129,0.064715
-0.328110,-0.001390,0.048987,0.010868,-0.010863,0.067105
-0.310641,-0.006352,0.050393,0.010813,-0.011122,0.069519
-0.291901,-0.010274,0.051811,0.010340,-0.010558,0.072068
-0.271171,-0.011960,0.052798,0.009412,-0.009176,0.074551
-0.249084,-0.011150,0.053070,0.008320,-0.007340,0.076555
-0.227153,-0.008677,0.052442,0.007407,-0.005515,0.077749
-0.206849,-0.005812,0.050868,0.006798,-0.004054,0.078051
-0.188758,-0.003471,0.048453,0.006385,-0.003139,0.077563
-0.172309,-0.001862,0.045479,0.005959,-0.002838,0.076402
-0.156382,-0.000682,0.042472,0.005357,-0.003166,0.074577
-0.140255,0.000550,0.040135,0.004522,-0.004114,0.071992
-0.123982,0.002118,0.039148,0.003494,-0.005589,0.068558
-0.108152,0.003929,0.039993,0.002363,-0.007366,0.064301
-0.093529,0.005761,0.042763,0.001233,-0.009122,0.059397
-0.080761,0.007552,0.047120,0.000210,-0.010510,0.054153
-0.070117,0.009449,0.052460,-0.000591,-0.011235,0.048924
-0.061334,0.011697,0.058117,-0.001024,-0.011076,0.043982
-0.053779,0.014445,0.063466,-0.000929,-0.009913,0.039429
-0.047040,0.017617,0.067855,-0.000207,-0.007825,0.035267
-0.041196,0.021005,0.070627,0.001137,-0.005080,0.031433
-0.036429,0.024392,0.071257,0.002990,-0.002046,0.027801
-0.032670,0.027627,0.069510,0.005150,0.000894,0.024218
-0.029526,0.030695,0.065594,0.007366,0.003455,0.020536
-0.026506,0.033630,0.060073,0.009369,0.005517,0.016624
-0.023507,0.036312,0.053553,0.010881,0.007115,0.012400
-0.020936,0.038483,0.046544,0.011630,0.008380,0.007850
-0.019418,0.039944,0.039569,0.011376,0.009430,0.003026
-0.019645,0.040613,0.033151,0.009962,0.010300,-0.001981
-0.022166,0.040552,0.027740,0.007420,0.010958,-0.007092
-0.027135,0.040056,0.023717,0.004044,0.011342,-0.012286
-0.034246,0.039551,0.021396,0.000335,0.011387,-0.017587
-0.043111,0.039238,0.020983,-0.003136,0.011055,-0.023060
-0.053628,0.038883,0.022355,-0.005907,0.010383,-0.028773
-0.065548,0.038107,0.024901,-0.007727,0.009499,-0.034632
-0.078158,0.036764,0.027831,-0.008562,0.008546,-0.040416
-0.090791,0.035059,0.030495,-0.008556,0.007585,-0.045949
-0.103395,0.033510,0.032348,-0.007936,0.006598,-0.051164
-0.116387,0.032725,0.032892,-0.006896,0.005581,-0.056047
-0.130035,0.032907,0.031814,-0.005562,0.004617,-0.060537
-0.144035,0.033442,0.029222,-0.004088,0.003834,-0.064506
-0.157612,0.033193,0.025763,-0.002760,0.003330,-0.067779
-0.170109,0.031309,0.022353,-0.001956,0.003215,-0.070209
-0.181471,0.027576,0.019691,-0.002028,0.003657,-0.071765
-0.192451,0.022407,0.018017,-0.003156,0.004812,-0.072588
-0.204523,0.016810,0.017212,-0.005270,0.006685,-0.072948
-0.219216,0.011838,0.017009,-0.008092,0.009028,-0.073123
-0.237589,0.007847,0.017295,-0.011256,0.011290,-0.073322
-0.259895,0.004480,0.018356,-0.014407,0.012772,-0.073666
-0.285102,0.001250,0.020890,-0.017241,0.012939,-0.074187
-0.311453,-0.001945,0.025672,-0.019564,0.011641,-0.074830
-0.337921,-0.004456,0.032936,-0.021282,0.009132,-0.075423
-0.364852,-0.004764,0.042562,-0.022262,0.005965,-0.075624
-0.392852,-0.001936,0.053981,-0.022287,0.002802,-0.074993
-0.421700,0.002464,0.064516,-0.021296,0.000217,-0.073158
-0.450978,0.006388,0.070408,-0.019683,-0.001460,-0.069922
-0.480509,0.010682,0.070236,-0.018133,-0.002122,-0.065314
-0.509559,0.017713,0.065830,-0.016931,-0.001800,-0.059528
-0.536543,0.027940,0.060814,-0.015584,-0.000613,-0.052746
-0.560181,0.038748,0.058319,-0.013328,0.001268,-0.045020
-0.580636,0.045881,0.059145,-0.009869,0.003657,-0.036247
-0.598048,0.047140,0.061648,-0.005640,0.006340,-0.026331
-0.609698,0.044632,0.063096,-0.001428,0.008922,-0.015446
-0.611300,0.042147,0.061438,0.002278,0.010682,-0.004215
-0.601295,0.041417,0.056484,0.005367,0.010854,0.006378
-0.581922,0.041825,0.049859,0.007746,0.009133,0.015504
-0.556991,0.042301,0.043786,0.009273,0.005885,0.022930
-0.529838,0.042358,0.039757,0.009933,0.001923,0.028931
-0.502722,0.041749,0.038092,0.009934,-0.001946,0.033940
-0.476978,0.040068,0.038371,0.009616,-0.005256,0.038296
-0.453214,0.036951,0.039875,0.009270,-0.007907,0.042202
-0.431549,0.032347,0.041683,0.009041,-0.010055,0.045742
-0.411770,0.026593,0.043020,0.008940,-0.011972,0.048898
-0.393374,0.020323,0.043774,0.008896,-0.013915,0.051617
-0.375772,0.014234,0.044629,0.008842,-0.015981,0.053896
-0.358659,0.008839,0.046687,0.008786,-0.018030,0.055833
-0.342124,0.004061,0.050356,0.008798,-0.019735,0.057628
-0.326196,-0.000517,0.054572,0.008865,-0.020702,0.059588
-0.310331,-0.004643,0.057711,0.008838,-0.020658,0.061966
-0.293685,-0.007409,0.059008,0.008623,-0.019622,0.064717
-0.275779,-0.008426,0.058751,0.008316,-0.017892,0.067501
-0.256830,-0.008265,0.057570,0.008073,-0.015870,0.069905
-0.237558,-0.007753,0.055978,0.007920,-0.013925,0.071611
-0.218680,-0.007214,0.054337,0.007741,-0.012310,0.072480
-0.200587,-0.006445,0.052881,0.007389,-0.011148,0.072542
-0.183224,-0.005157,0.051748,0.006800,-0.010442,0.071907
-0.166202,-0.003211,0.051053,0.006035,-0.010116,0.070663
-0.149144,-0.000654,0.050875,0.005234,-0.010083,0.068836
-0.131937,0.002223,0.051245,0.004546,-0.010286,0.066377
-0.114870,0.004897,0.052209,0.004065,-0.010706,0.063215
-0.098667,0.006848,0.053850,0.003805,-0.011341,0.059319
-0.084284,0.007901,0.056310,0.003724,-0.012140,0.054726
-0.072399,0.008449,0.059744,0.003784,-0.012959,0.049502
-0.063130,0.009244,0.064137,0.004021,-0.013566,0.043772
-0.056231,0.010884,0.069074,0.004554,-0.013704,0.037875
-0.051262,0.013584,0.073739,0.005531,-0.013153,0.032269
-0.047651,0.017310,0.077074,0.007044,-0.011788,0.027283
-0.044816,0.021814,0.078040,0.009071,-0.009603,0.023037
-0.042271,0.026529,0.076145,0.011445,-0.006697,0.019488
-0.039686,0.030683,0.071741,0.013831,-0.003262,0.016509
-0.036918,0.033712,0.065679,0.015780,0.000425,0.013913
-0.034024,0.035573,0.058892,0.016875,0.004024,0.011474
-0.031214,0.036567,0.052178,0.016866,0.007243,0.008940
-,-,-,-,-,-
-0.000510,0.000678,0.000630,0.000122,0.000265,-0.000110
-0.003047,0.003999,0.003592,0.000630,0.001555,-0.000758
-0.008846,0.011402,0.009831,0.001501,0.004400,-0.002536
-0.017523,0.021838,0.017968,0.002258,0.008355,-0.005726
-0.027974,0.032719,0.025562,0.002442,0.012433,-0.010207
-0.039363,0.041689,0.030736,0.001960,0.015821,-0.015646
-0.051140,0.047305,0.032770,0.001040,0.018109,-0.021556
-0.063187,0.049049,0.032114,0.000009,0.019278,-0.027462
-0.075858,0.047226,0.029995,-0.000916,0.019587,-0.033049
-0.089695,0.042874,0.027857,-0.001691,0.019423,-0.038161
-0.105101,0.037603,0.026610,-0.002362,0.019073,-0.042756
-0.122026,0.033152,0.026188,-0.002929,0.018557,-0.046882
-0.139712,0.030664,0.025977,-0.003280,0.017668,-0.050651
-0.156756,0.030248,0.025581,-0.003252,0.016155,-0.054179
-0.171688,0.031059,0.025132,-0.002790,0.013972,-0.057486
-0.183632,0.031712,0.024979,-0.002071,0.011422,-0.060453
-0.192831,0.030948,0.025263,-0.001457,0.009084,-0.062953
-0.200727,0.028338,0.025913,-0.001332,0.007571,-0.064985
-0.209375,0.024571,0.026878,-0.001915,0.007257,-0.066646
-0.220843,0.020977,0.028098,-0.003164,0.008143,-0.067969
-0.236436,0.018479,0.029408,-0.004830,0.009919,-0.068843
-0.255716,0.017140,0.030603,-0.006556,0.012080,-0.069084
-0.276859,0.016669,0.031554,-0.008008,0.014099,-0.068572
-0.298016,0.016932,0.032160,-0.008965,0.015580,-0.067367
-0.318184,0.017938,0.032257,-0.009334,0.016288,-0.065721
-0.337437,0.019818,0.031824,-0.009132,0.016123,-0.063962
-0.356921,0.023040,0.031302,-0.008428,0.015088,-0.062334
